2017/06/17 00:58:26 [error] 1848#1848: *3477 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3504 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3479 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3461 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3502 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3505 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3508 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3509 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3510 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3517 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3511 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3518 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3523 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3524 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3513 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3512 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3516 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3519 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3466 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3528 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3529 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3463 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3531 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3459 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3464 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3530 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3548 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3547 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3550 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3552 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3553 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3554 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3555 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3556 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3566 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3567 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3568 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3561 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3571 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3580 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:58:26 [error] 1848#1848: *3576 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4266 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4272 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4274 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4296 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4275 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4279 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4278 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4298 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4302 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4307 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4304 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4309 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4316 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4312 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4314 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4100 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4334 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4106 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4344 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4126 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4121 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4107 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4122 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:10 [error] 1848#1848: *4341 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4331 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4297 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4281 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4282 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4406 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4043 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4042 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4287 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4007 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4328 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4315 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4327 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4326 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4427 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4429 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4137 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4313 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4118 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
2017/06/17 00:59:11 [error] 1848#1848: *4439 connect() to unix://home/ubuntu/run/PortalJunta.sock failed (11: Resource temporarily unavailable) while connecting to upstream, client: 2.83.60.43, server: juntafreguesia.tk, request: "GET / HTTP/1.1", upstream: "http://unix://home/ubuntu/run/PortalJunta.sock:/", host: "juntafreguesia.tk"
